20,0.22147693043831973,79
20,0.217930151836609,236
20,0.2692387113600248,243
20,0.22960144833357027,1513
30,0.18376445081336304,47
30,0.17002248770121892,223
30,0.2286539121394176,220
30,0.1323390068968007,3692
40,0.12811397322999254,73
40,0.115060358831852,236
40,0.16089890676879778,298
40,0.1172026059315851,8370
50,0.11154330270524557,76
50,0.13915307400984148,251
50,0.1409261489359448,344
50,0.08957293928566228,16383
60,0.12644034462599496,89
60,0.11148854398181983,259
60,0.1381029519854225,385
60,0.07797522314555624,29798
70,0.09245956494859554,102
70,0.09006981271158929,271
70,0.11449334010073699,465
70,0.0697683561334214,51010
80,0.08797348555443316,115
80,0.08661680529951088,287
80,0.12606073726382375,493
80,0.05545495696458261,83541
90,0.08266586752882395,130
90,0.08153102701913927,303
90,0.10820995387389715,612
90,0.05156606356346092,132222
100,0.07117844829310206,146
100,0.07112523523514572,317
100,0.10166203970075052,713
100,0.04169102474464349,194037
110,0.07324637557806066,168
110,0.0687990152516587,337
110,0.09022864065437348,778
110,0.03612995495490647,279700
